 

stn;time;rsd700y0
DLFEB;1946;1
DLFEB;1947;1
DLFEB;1948;0
DLFEB;1949;0
DLFEB;1950;0
DLFEB;1951;0
DLFEB;1952;0
DLFEB;1953;1
DLFEB;1954;0
DLFEB;1955;1
DLFEB;1956;1
DLFEB;1957;0
DLFEB;1958;0
DLFEB;1959;0
DLFEB;1960;0
DLFEB;1961;2
DLFEB;1962;0
DLFEB;1963;0
DLFEB;1964;2
DLFEB;1965;0
DLFEB;1966;0
DLFEB;1967;0
DLFEB;1968;1
DLFEB;1969;2
DLFEB;1970;0
DLFEB;1971;1
DLFEB;1972;0
DLFEB;1973;2
DLFEB;1974;0
DLFEB;1975;0
DLFEB;1976;0
DLFEB;1977;1
DLFEB;1978;2
DLFEB;1979;1
DLFEB;1980;1
DLFEB;1981;0
DLFEB;1982;1
DLFEB;1983;1
DLFEB;1984;0
DLFEB;1985;0
DLFEB;1986;1
DLFEB;1987;0
DLFEB;1988;1
DLFEB;1989;0
DLFEB;1990;2
DLFEB;1991;0
DLFEB;1992;0
DLFEB;1993;0
DLFEB;1994;1
DLFEB;1995;0
DLFEB;1996;0
DLFEB;1997;2
DLFEB;1998;0
DLFEB;1999;0
DLFEB;2000;2
DLFEB;2001;0
DLFEB;2002;1
DLFEB;2003;0
DLFEB;2004;0
DLFEB;2005;0
DLFEB;2006;0
DLFEB;2007;0
DLFEB;2008;0
DLFEB;2009;0
DLFEB;2010;0
DLFEB;2011;1
DLFEB;2012;0
DLFEB;2013;0
DLFEB;2014;1
DLFEB;2015;3
