 

stn;time;rs1000y0
MUO;1961;0
MUO;1962;0
MUO;1963;0
MUO;1964;0
MUO;1965;0
MUO;1966;0
MUO;1967;0
MUO;1968;0
MUO;1969;0
MUO;1970;1
MUO;1971;0
MUO;1972;0
MUO;1973;0
MUO;1974;0
MUO;1975;0
MUO;1976;0
MUO;1977;1
MUO;1978;1
MUO;1979;0
MUO;1980;0
MUO;1981;1
MUO;1982;0
MUO;1983;0
MUO;1984;0
MUO;1985;0
MUO;1986;0
MUO;1987;0
MUO;1988;0
MUO;1989;0
MUO;1990;0
MUO;1991;1
MUO;1992;1
MUO;1993;0
MUO;1994;0
MUO;1995;0
MUO;1996;0
MUO;1997;0
MUO;1998;0
MUO;1999;1
MUO;2000;0
MUO;2001;0
MUO;2002;1
MUO;2003;0
MUO;2004;0
MUO;2005;1
