 

stn;time;rsd700y0
MGL;1966;0
MGL;1967;0
MGL;1968;0
MGL;1969;0
MGL;1970;0
MGL;1971;0
MGL;1972;1
MGL;1973;0
MGL;1974;1
MGL;1975;0
MGL;1976;0
MGL;1977;1
MGL;1978;1
MGL;1979;0
MGL;1980;0
MGL;1981;1
MGL;1982;0
MGL;1983;1
MGL;1984;0
MGL;1985;0
MGL;1986;1
MGL;1987;2
MGL;1988;1
MGL;1989;0
MGL;1990;2
MGL;1991;0
MGL;1992;0
MGL;1993;0
MGL;1994;0
MGL;1995;0
MGL;1996;0
MGL;1997;0
MGL;1998;0
MGL;1999;0
MGL;2000;0
MGL;2001;0
MGL;2002;0
MGL;2003;0
MGL;2004;0
MGL;2005;0
MGL;2006;0
MGL;2007;1
MGL;2008;0
MGL;2009;0
MGL;2010;0
MGL;2011;0
MGL;2012;0
MGL;2013;0
MGL;2014;0
MGL;2015;2
MGL;2016;0
MGL;2017;0
MGL;2018;0
MGL;2019;0
MGL;2020;0
