 

stn;time;rsd700y0
EGL;1973;1
EGL;1974;1
EGL;1975;2
EGL;1976;0
EGL;1977;1
EGL;1978;1
EGL;1979;1
EGL;1980;0
EGL;1981;1
EGL;1982;1
EGL;1983;1
EGL;1984;1
EGL;1985;2
EGL;1986;1
EGL;1987;0
EGL;1988;0
EGL;1989;1
EGL;1990;1
EGL;1991;3
EGL;1992;0
EGL;1993;2
EGL;1994;0
EGL;1995;0
EGL;1996;0
EGL;1997;0
EGL;1998;0
EGL;1999;2
EGL;2000;0
EGL;2001;0
EGL;2002;2
EGL;2003;0
EGL;2004;0
EGL;2005;1
EGL;2006;0
EGL;2007;0
EGL;2008;0
EGL;2009;0
EGL;2010;1
EGL;2011;0
EGL;2012;0
EGL;2013;1
EGL;2014;0
EGL;2015;0
EGL;2016;0
EGL;2017;2
EGL;2018;1
EGL;2019;1
EGL;2020;1
