 

stn;time;rsd700y0
KLO;1949;0
KLO;1950;0
KLO;1951;0
KLO;1952;0
KLO;1953;1
KLO;1954;0
KLO;1955;0
KLO;1956;0
KLO;1957;0
KLO;1958;0
KLO;1959;0
KLO;1960;0
KLO;1961;0
KLO;1962;0
KLO;1963;0
KLO;1964;0
KLO;1965;0
KLO;1966;0
KLO;1967;0
KLO;1968;1
KLO;1969;0
KLO;1970;0
KLO;1971;0
KLO;1972;0
KLO;1973;0
KLO;1974;0
KLO;1975;0
KLO;1976;0
KLO;1977;0
KLO;1978;1
KLO;1979;0
KLO;1980;0
KLO;1981;0
KLO;1982;0
KLO;1983;0
KLO;1984;0
KLO;1985;0
KLO;1986;0
KLO;1987;0
KLO;1988;0
KLO;1989;0
KLO;1990;0
KLO;1991;0
KLO;1992;0
KLO;1993;0
KLO;1994;0
KLO;1995;0
KLO;1996;0
KLO;1997;0
KLO;1998;0
KLO;1999;0
KLO;2000;0
KLO;2001;0
KLO;2002;0
KLO;2003;0
KLO;2004;0
KLO;2005;0
KLO;2006;0
KLO;2007;1
KLO;2008;0
KLO;2009;0
KLO;2010;1
KLO;2011;0
KLO;2012;0
KLO;2013;0
KLO;2014;0
KLO;2015;0
KLO;2016;0
KLO;2017;0
KLO;2018;0
KLO;2019;0
KLO;2020;0
