 

stn;time;rsd300m0
IYPFI;201101;0
IYPFI;201102;0
IYPFI;201103;0
IYPFI;201104;0
IYPFI;201105;0
IYPFI;201106;0
IYPFI;201107;0
IYPFI;201108;0
IYPFI;201109;2
IYPFI;201110;0
IYPFI;201111;0
IYPFI;201112;0
IYPFI;201201;0
IYPFI;201202;0
IYPFI;201203;0
IYPFI;201204;0
IYPFI;201205;0
IYPFI;201206;2
IYPFI;201207;0
IYPFI;201208;3
IYPFI;201209;0
IYPFI;201210;0
IYPFI;201211;2
IYPFI;201212;0
IYPFI;201301;0
IYPFI;201302;0
IYPFI;201303;0
IYPFI;201304;0
IYPFI;201305;0
IYPFI;201306;1
IYPFI;201307;0
IYPFI;201308;0
IYPFI;201309;0
IYPFI;201310;1
IYPFI;201311;0
IYPFI;201312;1
IYPFI;201401;0
IYPFI;201402;0
IYPFI;201403;0
IYPFI;201404;0
IYPFI;201405;0
IYPFI;201406;1
IYPFI;201407;0
IYPFI;201408;1
IYPFI;201409;0
IYPFI;201410;1
IYPFI;201411;1
IYPFI;201412;0
IYPFI;201501;0
IYPFI;201502;0
IYPFI;201503;0
IYPFI;201504;0
IYPFI;201505;1
IYPFI;201506;0
IYPFI;201507;0
IYPFI;201508;0
IYPFI;201509;1
IYPFI;201510;0
IYPFI;201511;0
IYPFI;201512;0
IYPFI;201601;0
IYPFI;201602;0
IYPFI;201603;0
IYPFI;201604;1
IYPFI;201605;0
IYPFI;201606;1
IYPFI;201607;1
IYPFI;201608;2
IYPFI;201609;0
IYPFI;201610;1
IYPFI;201611;0
IYPFI;201612;0
IYPFI;201701;0
IYPFI;201702;0
IYPFI;201703;0
IYPFI;201704;0
IYPFI;201705;0
IYPFI;201706;1
IYPFI;201707;0
IYPFI;201708;1
IYPFI;201709;1
IYPFI;201710;0
IYPFI;201711;0
IYPFI;201712;1
IYPFI;201801;0
IYPFI;201802;0
IYPFI;201803;0
IYPFI;201804;0
IYPFI;201805;0
IYPFI;201806;0
IYPFI;201807;0
IYPFI;201808;2
IYPFI;201809;0
IYPFI;201810;4
IYPFI;201811;0
IYPFI;201812;0
IYPFI;201901;0
IYPFI;201902;1
IYPFI;201903;0
